line_id,po_id,item_name,category,standard_cost,unit_price,quantity,line_total
LI-007032,PO-01820,Chain Lubricant 1gal,mro,857.2483,783.8738,16,12541.9808
LI-007033,PO-01821,Label Stock 4x6,indirect,2886.0522,2709.1592,6,16254.9552
LI-007034,PO-01821,Printer Toner Set,indirect,2212.2998,2453.7203,3,7361.1609
LI-007035,PO-01821,Storage Bin Set,indirect,2504.0074,2172.3916,12,26068.6992
LI-007036,PO-01821,Office Supply Bundle,indirect,1210.7349,1751.4097,7,12259.8679
LI-007037,PO-01821,Storage Bin Set,indirect,771.2237,1098.8829,15,16483.2435
LI-007038,PO-01822,Technical Training Session,services,1478.8136,1216.1865,8,9729.492
LI-007039,PO-01822,Software License Annual,services,1495.2271,1734.5595,9,15611.0355
LI-007040,PO-01822,Inspection & Audit Service,services,136.7591,149.8061,2,299.6122
LI-007041,PO-01822,Preventive Maintenance Visit,services,452.5246,524.2328,2,1048.4656
LI-007042,PO-01823,Chain Lubricant 1gal,mro,631.4586,595.0656,15,8925.984
LI-007043,PO-01823,Grease Cartridge EP2,mro,319.3824,300.4191,7,2102.9337
LI-007044,PO-01823,O-Ring Kit Viton,mro,1353.3014,1251.6045,25,31290.1125
LI-007045,PO-01824,Replacement Seal Kit,mro,1236.5265,1457.3242,17,24774.5114
LI-007046,PO-01824,Safety Gloves Nitrile L,mro,1365.5945,1329.6611,27,35900.8497
LI-007047,PO-01824,Bearing 6205-2RS,mro,1995.0456,1960.8304,49,96080.6896
LI-007048,PO-01825,Courier & Freight Charge,services,137.0264,119.7177,9,1077.4593
LI-007049,PO-01825,Waste Disposal Service,services,1530.13,1730.9231,9,15578.3079
LI-007050,PO-01825,Consulting Day Rate,services,1022.1868,1113.6723,7,7795.7061
LI-007051,PO-01825,Software License Annual,services,1416.6814,1418.4347,1,1418.4347
LI-007052,PO-01825,Equipment Calibration,services,1631.6981,1864.8787,4,7459.5148
LI-007053,PO-01825,Cleaning Contract Monthly,services,1075.0795,1187.1561,8,9497.2488
LI-007054,PO-01826,Chain Lubricant 1gal,mro,1457.803,1467.1941,1,1467.1941
LI-007055,PO-01826,O-Ring Kit Viton,mro,1196.3158,1340.6994,40,53627.976
LI-007056,PO-01827,Cutting Disc 4.5in,mro,1686.2895,1834.875,17,31192.875
LI-007057,PO-01827,Chain Lubricant 1gal,mro,101.7362,118.0181,28,3304.5068
LI-007058,PO-01827,Safety Gloves Nitrile L,mro,332.4056,376.4423,38,14304.8074
LI-007059,PO-01828,Brass Fitting 3/4in,direct_materials,428.6963,416.6533,244,101663.4052
LI-007060,PO-01828,Stainless Plate 304,direct_materials,2641.0673,2620.9816,239,626414.6024
LI-007061,PO-01828,Nylon Pellets 50lb,direct_materials,3266.5705,3410.416,172,586591.552
LI-007062,PO-01828,Copper Tubing 1in,direct_materials,1105.4948,1093.9011,320,350048.352
LI-007063,PO-01828,Aluminum Sheet 6061,direct_materials,2391.4368,2475.971,348,861637.908
LI-007064,PO-01829,Equipment Calibration,services,98.8103,77.9422,2,155.8844
LI-007065,PO-01829,Waste Disposal Service,services,753.9389,728.2119,8,5825.6952
LI-007066,PO-01830,Safety Gloves Nitrile L,mro,188.8655,207.3921,40,8295.684
LI-007067,PO-01830,Wire Brush Set,mro,147.8033,166.5279,36,5995.0044
LI-007068,PO-01830,Cutting Disc 4.5in,mro,1536.2389,1517.3118,24,36415.4832
LI-007069,PO-01830,Replacement Seal Kit,mro,271.5924,305.3739,15,4580.6085
LI-007070,PO-01830,Hydraulic Filter HF-200,mro,1652.1048,1714.0997,35,59993.4895
LI-007071,PO-01831,Storage Bin Set,indirect,238.0378,241.5088,6,1449.0528
LI-007072,PO-01831,Office Supply Bundle,indirect,524.6716,540.8157,13,7030.6041
LI-007073,PO-01831,Cable Ties Assorted,indirect,1186.9202,1227.2661,6,7363.5966
LI-007074,PO-01831,Label Stock 4x6,indirect,294.6542,365.593,20,7311.86
LI-007075,PO-01831,Facility Sign Set,indirect,1478.0302,1480.958,18,26657.244
LI-007076,PO-01831,Facility Sign Set,indirect,1464.9251,1561.2349,1,1561.2349
LI-007077,PO-01832,Replacement Seal Kit,mro,378.1136,367.7517,14,5148.5238
LI-007078,PO-01832,V-Belt B68,mro,370.3611,402.6769,47,18925.8143
LI-007079,PO-01832,O-Ring Kit Viton,mro,1385.2885,1124.0926,25,28102.315
LI-007080,PO-01832,Chain Lubricant 1gal,mro,467.6396,424.2951,13,5515.8363
LI-007081,PO-01832,Wire Brush Set,mro,272.3805,268.3732,45,12076.794
LI-007082,PO-01832,V-Belt B68,mro,1117.8972,1021.9683,14,14307.5562
LI-007083,PO-01833,Hydraulic Filter HF-200,mro,618.0972,615.0868,29,17837.5172
LI-007084,PO-01833,Safety Gloves Nitrile L,mro,1397.007,1528.5731,9,13757.1579
LI-007085,PO-01833,Hydraulic Filter HF-200,mro,642.4691,666.9475,15,10004.2125
LI-007086,PO-01833,Cutting Disc 4.5in,mro,110.0346,98.9547,22,2177.0034
LI-007087,PO-01834,Zinc Ingot 99.9%,direct_materials,1565.109,1559.6675,444,692492.37
LI-007088,PO-01834,Zinc Ingot 99.9%,direct_materials,3518.1617,3393.9319,167,566786.6273
LI-007089,PO-01834,Copper Tubing 1in,direct_materials,3285.0707,3276.0789,289,946786.8021
LI-007090,PO-01834,Nylon Pellets 50lb,direct_materials,3378.3406,3314.2995,428,1418520.186
LI-007091,PO-01834,Brass Fitting 3/4in,direct_materials,525.7457,553.0912,217,120020.7904
LI-007092,PO-01834,Titanium Rod 0.5in,direct_materials,663.1207,668.3826,280,187147.128
LI-007093,PO-01835,Replacement Seal Kit,mro,1308.5751,1131.1057,3,3393.3171
LI-007094,PO-01835,Replacement Seal Kit,mro,1272.8356,1515.3792,19,28792.2048
LI-007095,PO-01836,Cleaning Contract Monthly,services,1043.3394,767.3954,7,5371.7678
LI-007096,PO-01836,Equipment Calibration,services,110.7677,121.1244,2,242.2488
LI-007097,PO-01836,Inspection & Audit Service,services,1144.0618,1116.1519,7,7813.0633
LI-007098,PO-01836,Software License Annual,services,677.8236,534.4242,10,5344.242
LI-007099,PO-01838,Chain Lubricant 1gal,mro,1550.1259,1252.2333,12,15026.7996
LI-007100,PO-01838,Bearing 6205-2RS,mro,381.0181,373.9944,36,13463.7984
LI-007101,PO-01838,Chain Lubricant 1gal,mro,161.0718,158.5603,23,3646.8869
LI-007102,PO-01838,Grease Cartridge EP2,mro,219.7491,230.5313,5,1152.6565
LI-007103,PO-01838,Wire Brush Set,mro,370.508,307.1287,10,3071.287
LI-007104,PO-01838,Hydraulic Filter HF-200,mro,1219.2895,1080.2167,49,52930.6183
LI-007105,PO-01839,Chain Lubricant 1gal,mro,355.0649,315.6054,42,13255.4268
LI-007106,PO-01839,Hydraulic Filter HF-200,mro,1928.2459,1652.5067,3,4957.5201
LI-007107,PO-01839,Hydraulic Filter HF-200,mro,807.0763,869.4143,25,21735.3575
LI-007108,PO-01839,Chain Lubricant 1gal,mro,943.999,1086.5704,30,32597.112
LI-007109,PO-01839,Safety Gloves Nitrile L,mro,727.124,771.6186,44,33951.2184
LI-007110,PO-01840,Inspection & Audit Service,services,824.8556,754.0324,3,2262.0972
LI-007111,PO-01840,Cleaning Contract Monthly,services,612.8952,595.6908,4,2382.7632
LI-007112,PO-01840,Consulting Day Rate,services,1157.2289,1344.5776,1,1344.5776
LI-007113,PO-01841,Wire Brush Set,mro,122.0302,125.3951,2,250.7902
LI-007114,PO-01841,V-Belt B68,mro,1811.9059,1922.1141,12,23065.3692
LI-007115,PO-01841,Chain Lubricant 1gal,mro,368.7018,360.6474,14,5049.0636
LI-007116,PO-01843,Cable Ties Assorted,indirect,1120.6321,1028.6806,16,16458.8896
LI-007117,PO-01843,Printer Toner Set,indirect,509.026,545.3664,8,4362.9312
LI-007118,PO-01843,Storage Bin Set,indirect,790.4948,875.9505,5,4379.7525
LI-007119,PO-01844,Polypropylene Resin,direct_materials,1204.5296,1213.5167,176,213578.9392
LI-007120,PO-01844,Nylon Pellets 50lb,direct_materials,527.239,509.6189,327,166645.3803
LI-007121,PO-01844,Brass Fitting 3/4in,direct_materials,940.6192,920.8999,486,447557.3514
LI-007122,PO-01844,Zinc Ingot 99.9%,direct_materials,624.2858,618.7239,158,97758.3762
LI-007123,PO-01844,Steel Billet Grade A,direct_materials,957.6249,991.7089,427,423459.7003
LI-007124,PO-01845,V-Belt B68,mro,870.623,916.3409,47,43068.0223
LI-007125,PO-01845,Replacement Seal Kit,mro,881.9495,957.6687,18,17238.0366
LI-007126,PO-01845,Bearing 6205-2RS,mro,404.6562,449.9745,17,7649.5665
LI-007127,PO-01846,Cutting Disc 4.5in,mro,799.8414,832.4648,19,15816.8312
LI-007128,PO-01846,Wire Brush Set,mro,1869.6032,2052.5352,37,75943.8024
LI-007129,PO-01846,Replacement Seal Kit,mro,1415.6692,1281.956,10,12819.56
LI-007130,PO-01846,Chain Lubricant 1gal,mro,520.364,554.1382,41,22719.6662
LI-007131,PO-01847,V-Belt B68,mro,1312.978,1396.0341,21,29316.7161
LI-007132,PO-01847,Wire Brush Set,mro,1887.9244,1808.9287,48,86828.5776
LI-007133,PO-01847,Safety Gloves Nitrile L,mro,689.8937,654.5902,40,26183.608
LI-007134,PO-01847,V-Belt B68,mro,1571.292,1553.6555,49,76129.1195
LI-007135,PO-01847,Safety Gloves Nitrile L,mro,598.0503,540.7005,30,16221.015
LI-007136,PO-01847,Wire Brush Set,mro,1514.2399,1474.323,34,50126.982
LI-007137,PO-01848,Storage Bin Set,indirect,322.1734,308.6579,15,4629.8685
LI-007138,PO-01848,Storage Bin Set,indirect,2818.4388,3116.734,9,28050.606
LI-007139,PO-01848,Janitorial Supply Box,indirect,1788.5761,1970.2254,11,21672.4794
LI-007140,PO-01848,First Aid Kit OSHA,indirect,1585.5183,1354.446,20,27088.92
LI-007141,PO-01849,Hydraulic Filter HF-200,mro,625.6247,703.5966,4,2814.3864
LI-007142,PO-01849,Chain Lubricant 1gal,mro,1793.0121,1795.9787,45,80819.0415
LI-007143,PO-01849,Wire Brush Set,mro,258.0334,217.0677,39,8465.6403
LI-007144,PO-01849,Replacement Seal Kit,mro,963.1534,799.4216,24,19186.1184
LI-007145,PO-01849,Cutting Disc 4.5in,mro,1145.3028,1140.9356,18,20536.8408
LI-007146,PO-01849,O-Ring Kit Viton,mro,31.1728,25.0015,14,350.021
LI-007147,PO-01850,Replacement Seal Kit,mro,1995.6395,1988.7139,40,79548.556
LI-007148,PO-01850,Wire Brush Set,mro,903.6196,788.9776,4,3155.9104
LI-007149,PO-01850,Replacement Seal Kit,mro,465.5311,529.2964,27,14291.0028
LI-007150,PO-01850,Bearing 6205-2RS,mro,1450.3412,1292.3004,1,1292.3004
LI-007151,PO-01850,Bearing 6205-2RS,mro,1102.3851,914.7923,6,5488.7538
LI-007152,PO-01851,Technical Training Session,services,694.5167,738.8625,8,5910.9
LI-007153,PO-01851,Inspection & Audit Service,services,1582.1619,1360.2591,3,4080.7773
LI-007154,PO-01852,Brass Fitting 3/4in,direct_materials,655.0279,660.1392,471,310925.5632
LI-007155,PO-01852,Carbon Fiber Roll,direct_materials,345.5644,352.358,206,72585.748
LI-007156,PO-01852,Titanium Rod 0.5in,direct_materials,608.5542,616.4433,316,194796.0828
LI-007157,PO-01852,Steel Billet Grade A,direct_materials,2181.696,2179.2762,182,396628.2684
LI-007158,PO-01853,Steel Billet Grade A,direct_materials,2649.0487,2669.0501,468,1249115.4468
LI-007159,PO-01853,Nylon Pellets 50lb,direct_materials,1082.3727,1073.8833,77,82689.0141
LI-007160,PO-01853,Nylon Pellets 50lb,direct_materials,1582.7778,1581.142,292,461693.464
LI-007161,PO-01853,Brass Fitting 3/4in,direct_materials,241.1853,241.443,396,95611.428
LI-007162,PO-01854,V-Belt B68,mro,1678.0561,1795.6075,3,5386.8225
LI-007163,PO-01854,O-Ring Kit Viton,mro,1489.2921,1686.184,39,65761.176
LI-007164,PO-01854,Grease Cartridge EP2,mro,1215.8111,981.0179,24,23544.4296
LI-007165,PO-01855,Cutting Disc 4.5in,mro,1975.7669,2118.9794,30,63569.382
LI-007166,PO-01855,Hydraulic Filter HF-200,mro,123.6103,109.4936,48,5255.6928
LI-007167,PO-01855,Hydraulic Filter HF-200,mro,1312.5092,1267.8953,14,17750.5342
LI-007168,PO-01855,Safety Gloves Nitrile L,mro,560.9789,467.82,49,22923.18
LI-007169,PO-01855,O-Ring Kit Viton,mro,487.7533,526.7577,21,11061.9117
LI-007170,PO-01856,Safety Gloves Nitrile L,mro,390.7463,323.1868,10,3231.868
LI-007171,PO-01856,Grease Cartridge EP2,mro,234.3694,257.1394,20,5142.788
LI-007172,PO-01857,Hydraulic Filter HF-200,mro,1183.3314,1033.2834,47,48564.3198
LI-007173,PO-01857,Replacement Seal Kit,mro,896.6879,937.2505,42,39364.521
LI-007174,PO-01857,Wire Brush Set,mro,641.0671,563.8449,38,21426.1062
LI-007175,PO-01857,Safety Gloves Nitrile L,mro,1141.5087,1080.0499,43,46442.1457
LI-007176,PO-01857,Wire Brush Set,mro,338.8479,294.5298,11,3239.8278
LI-007177,PO-01858,Safety Gloves Nitrile L,mro,641.9508,546.9681,47,25707.5007
LI-007178,PO-01858,Wire Brush Set,mro,191.6809,123.5973,25,3089.9325
LI-007179,PO-01858,Hydraulic Filter HF-200,mro,1870.4875,1926.7836,44,84778.4784
LI-007180,PO-01858,Chain Lubricant 1gal,mro,420.0061,394.0332,27,10638.8964
LI-007181,PO-01858,V-Belt B68,mro,1791.222,1701.1494,20,34022.988
LI-007182,PO-01858,Grease Cartridge EP2,mro,1482.3887,1345.17,37,49771.29
LI-007183,PO-01859,Bearing 6205-2RS,mro,1826.8462,2083.6743,42,87514.3206
LI-007184,PO-01859,Chain Lubricant 1gal,mro,1801.1503,2074.1215,21,43556.5515
LI-007185,PO-01859,Grease Cartridge EP2,mro,642.8902,628.496,13,8170.448
LI-007186,PO-01859,Grease Cartridge EP2,mro,1064.573,1193.5354,13,15515.9602
LI-007187,PO-01860,Copper Tubing 1in,direct_materials,1449.4985,1437.6089,498,715929.2322
LI-007188,PO-01860,Zinc Ingot 99.9%,direct_materials,1018.2044,1017.6934,421,428448.9214
LI-007189,PO-01860,Brass Fitting 3/4in,direct_materials,1258.5232,1260.6746,21,26474.1666
LI-007190,PO-01861,Hydraulic Filter HF-200,mro,1454.0968,1544.4581,8,12355.6648
LI-007191,PO-01861,Safety Gloves Nitrile L,mro,1114.0631,1143.4011,17,19437.8187
LI-007192,PO-01861,Bearing 6205-2RS,mro,720.0946,640.4532,19,12168.6108
LI-007193,PO-01861,O-Ring Kit Viton,mro,1082.3675,1150.6487,28,32218.1636
LI-007194,PO-01862,Grease Cartridge EP2,mro,470.9074,556.6971,36,20041.0956
LI-007195,PO-01862,Grease Cartridge EP2,mro,197.1166,215.0747,17,3656.2699
LI-007196,PO-01863,Steel Billet Grade A,direct_materials,794.4055,837.6667,92,77065.3364
LI-007197,PO-01863,Steel Billet Grade A,direct_materials,677.7072,695.9447,385,267938.7095
LI-007198,PO-01863,Polypropylene Resin,direct_materials,1243.5051,1284.2929,359,461061.1511
LI-007199,PO-01863,Aluminum Sheet 6061,direct_materials,320.2203,316.4468,26,8227.6168
LI-007200,PO-01864,Technical Training Session,services,52.7311,58.3132,3,174.9396
LI-007201,PO-01864,Software License Annual,services,100.2259,90.5744,2,181.1488
LI-007202,PO-01864,Software License Annual,services,274.2041,256.3513,6,1538.1078
LI-007203,PO-01864,Consulting Day Rate,services,189.2949,176.3411,7,1234.3877
LI-007204,PO-01864,On-site Repair Service,services,60.105,65.4602,3,196.3806
LI-007205,PO-01865,Titanium Rod 0.5in,direct_materials,3558.6628,3398.8249,454,1543066.5046
LI-007206,PO-01865,Brass Fitting 3/4in,direct_materials,2760.2992,2732.9246,202,552050.7692
LI-007207,PO-01865,Copper Tubing 1in,direct_materials,1280.0037,1242.0404,267,331624.7868
LI-007208,PO-01866,PPE Restocking Kit,indirect,669.8767,517.5164,16,8280.2624
LI-007209,PO-01866,Storage Bin Set,indirect,38.747,33.5346,4,134.1384
LI-007210,PO-01866,PPE Restocking Kit,indirect,1027.4001,1264.1497,16,20226.3952
LI-007211,PO-01866,Packaging Foam Sheet,indirect,1587.8999,1604.3017,3,4812.9051
LI-007212,PO-01866,PPE Restocking Kit,indirect,2392.026,2134.6767,19,40558.8573
LI-007213,PO-01866,Janitorial Supply Box,indirect,838.0268,947.5772,11,10423.3492
LI-007214,PO-01867,Cutting Disc 4.5in,mro,234.7518,209.4137,24,5025.9288
LI-007215,PO-01867,Replacement Seal Kit,mro,1545.0911,1363.0334,3,4089.1002
LI-007216,PO-01867,Grease Cartridge EP2,mro,1658.3735,1996.0388,5,9980.194
LI-007217,PO-01868,Polypropylene Resin,direct_materials,1119.9691,1087.1807,207,225046.4049
LI-007218,PO-01868,Brass Fitting 3/4in,direct_materials,4961.1283,5073.094,307,1557439.858
LI-007219,PO-01868,Carbon Fiber Roll,direct_materials,3875.4345,3896.5408,139,541619.1712
LI-007220,PO-01868,Zinc Ingot 99.9%,direct_materials,4363.7095,4353.7407,111,483265.2177
LI-007221,PO-01868,Aluminum Sheet 6061,direct_materials,472.5745,461.6807,407,187904.0449
LI-007222,PO-01868,Nylon Pellets 50lb,direct_materials,353.7373,354.8906,465,165024.129
LI-007223,PO-01869,O-Ring Kit Viton,mro,1979.2504,2623.6294,11,28859.9234
LI-007224,PO-01869,Chain Lubricant 1gal,mro,1746.05,1589.8992,17,27028.2864
LI-007225,PO-01869,O-Ring Kit Viton,mro,658.9313,765.726,36,27566.136
LI-007226,PO-01870,Grease Cartridge EP2,mro,165.3918,148.0324,47,6957.5228
LI-007227,PO-01870,Bearing 6205-2RS,mro,257.9714,266.6389,45,11998.7505
LI-007228,PO-01870,Grease Cartridge EP2,mro,290.9313,324.499,4,1297.996
LI-007229,PO-01870,Hydraulic Filter HF-200,mro,955.6193,910.1586,40,36406.344
LI-007230,PO-01870,V-Belt B68,mro,406.1911,365.3397,44,16074.9468
LI-007231,PO-01870,Chain Lubricant 1gal,mro,1306.1909,1051.7915,32,33657.328
LI-007232,PO-01871,Cutting Disc 4.5in,mro,1586.2796,1448.7148,45,65192.166
LI-007233,PO-01871,Wire Brush Set,mro,760.8925,752.1839,26,19556.7814
LI-007234,PO-01871,V-Belt B68,mro,921.0225,592.2274,13,7698.9562
LI-007235,PO-01872,O-Ring Kit Viton,mro,1042.0584,1159.3572,8,9274.8576
LI-007236,PO-01872,Grease Cartridge EP2,mro,507.8691,535.0283,7,3745.1981
LI-007237,PO-01872,Cutting Disc 4.5in,mro,1284.1212,1451.363,49,71116.787
LI-007238,PO-01872,Replacement Seal Kit,mro,1310.0954,1289.1429,46,59300.5734
LI-007239,PO-01872,Replacement Seal Kit,mro,658.0989,681.0907,46,31330.1722
LI-007240,PO-01873,Replacement Seal Kit,mro,1614.708,1459.0275,4,5836.11
LI-007241,PO-01873,Wire Brush Set,mro,95.0422,88.1549,28,2468.3372
LI-007242,PO-01873,Bearing 6205-2RS,mro,436.2622,444.7616,22,9784.7552
LI-007243,PO-01874,Printer Toner Set,indirect,2077.2097,2194.4859,1,2194.4859
LI-007244,PO-01874,Office Supply Bundle,indirect,811.4273,654.9909,2,1309.9818
LI-007245,PO-01874,First Aid Kit OSHA,indirect,1728.3503,1820.774,11,20028.514
LI-007246,PO-01874,Label Stock 4x6,indirect,1897.1556,2076.533,14,29071.462
LI-007247,PO-01874,Storage Bin Set,indirect,1407.1533,1470.8852,20,29417.704
LI-007248,PO-01874,Printer Toner Set,indirect,2315.23,2265.9438,17,38521.0446
LI-007249,PO-01875,Titanium Rod 0.5in,direct_materials,345.5726,346.6131,198,68629.3938
LI-007250,PO-01875,Zinc Ingot 99.9%,direct_materials,185.9014,183.3848,69,12653.5512
LI-007251,PO-01875,Titanium Rod 0.5in,direct_materials,478.4537,475.3737,417,198230.8329
LI-007252,PO-01875,Polypropylene Resin,direct_materials,792.8172,797.0334,392,312437.0928
LI-007253,PO-01875,Nylon Pellets 50lb,direct_materials,2979.0576,2975.8657,148,440428.1236
LI-007254,PO-01875,Nylon Pellets 50lb,direct_materials,2871.3319,2911.6946,474,1380143.2404
LI-007255,PO-01876,V-Belt B68,mro,1551.8496,1538.3699,42,64611.5358
LI-007256,PO-01876,O-Ring Kit Viton,mro,530.0385,512.8117,12,6153.7404
LI-007257,PO-01876,Safety Gloves Nitrile L,mro,1613.3879,1467.7376,5,7338.688
LI-007258,PO-01876,O-Ring Kit Viton,mro,696.1503,673.2375,14,9425.325
LI-007259,PO-01876,Grease Cartridge EP2,mro,580.5173,514.8311,17,8752.1287
LI-007260,PO-01877,Replacement Seal Kit,mro,1413.8979,1530.1478,48,73447.0944
LI-007261,PO-01877,Hydraulic Filter HF-200,mro,1755.161,1512.9145,16,24206.632
LI-007262,PO-01877,Cutting Disc 4.5in,mro,1345.2505,1215.4677,34,41325.9018
LI-007263,PO-01877,Bearing 6205-2RS,mro,1627.8195,1342.1975,3,4026.5925
LI-007264,PO-01877,Replacement Seal Kit,mro,737.4665,734.3966,1,734.3966
LI-007265,PO-01878,O-Ring Kit Viton,mro,1299.3774,1129.2335,6,6775.401
LI-007266,PO-01878,Hydraulic Filter HF-200,mro,1699.6091,1770.1794,21,37173.7674
LI-007267,PO-01878,Cutting Disc 4.5in,mro,1379.9406,1415.6567,12,16987.8804
LI-007268,PO-01879,Janitorial Supply Box,indirect,787.2328,760.1387,18,13682.4966
LI-007269,PO-01879,First Aid Kit OSHA,indirect,1238.77,1221.7342,6,7330.4052
LI-007270,PO-01879,Facility Sign Set,indirect,1193.2556,1199.7367,19,22794.9973
LI-007271,PO-01879,Printer Toner Set,indirect,1383.7797,1487.2814,7,10410.9698
LI-007272,PO-01880,Bearing 6205-2RS,mro,388.029,409.001,39,15951.039
LI-007273,PO-01880,Replacement Seal Kit,mro,848.1879,979.2729,50,48963.645
LI-007274,PO-01881,Zinc Ingot 99.9%,direct_materials,2457.8336,2461.4512,82,201838.9984
LI-007275,PO-01881,Copper Tubing 1in,direct_materials,530.012,494.2313,43,21251.9459
LI-007276,PO-01881,Brass Fitting 3/4in,direct_materials,3452.8224,3547.7335,59,209316.2765
LI-007277,PO-01881,Copper Tubing 1in,direct_materials,566.1191,558.8107,262,146408.4034
LI-007278,PO-01881,Zinc Ingot 99.9%,direct_materials,1242.4664,1229.9588,456,560861.2128
LI-007279,PO-01882,First Aid Kit OSHA,indirect,362.3784,404.852,17,6882.484
LI-007280,PO-01882,Storage Bin Set,indirect,820.3911,696.3134,14,9748.3876
LI-007281,PO-01882,First Aid Kit OSHA,indirect,1539.786,1476.6863,7,10336.8041
LI-007282,PO-01882,Printer Toner Set,indirect,2473.2753,2629.6529,20,52593.058
LI-007283,PO-01882,First Aid Kit OSHA,indirect,198.7762,171.4136,3,514.2408
LI-007284,PO-01882,Cable Ties Assorted,indirect,614.2924,755.9647,2,1511.9294
LI-007285,PO-01883,Preventive Maintenance Visit,services,317.0187,387.6981,4,1550.7924
LI-007286,PO-01883,Waste Disposal Service,services,427.6766,437.1379,3,1311.4137
LI-007287,PO-01883,Software License Annual,services,542.7498,700.0278,1,700.0278
LI-007288,PO-01885,Chain Lubricant 1gal,mro,428.4618,399.8553,14,5597.9742
LI-007289,PO-01885,Bearing 6205-2RS,mro,570.5361,521.3664,41,21376.0224
LI-007290,PO-01885,V-Belt B68,mro,1124.0705,1518.0536,29,44023.5544
LI-007291,PO-01886,Packaging Foam Sheet,indirect,1267.6233,1509.3689,12,18112.4268
LI-007292,PO-01886,Janitorial Supply Box,indirect,365.3627,359.6008,15,5394.012
LI-007293,PO-01886,Cable Ties Assorted,indirect,143.7368,134.1863,4,536.7452
LI-007294,PO-01886,Facility Sign Set,indirect,365.417,372.7047,2,745.4094
LI-007295,PO-01887,Safety Gloves Nitrile L,mro,940.1156,941.8183,22,20720.0026
LI-007296,PO-01887,Hydraulic Filter HF-200,mro,1550.607,1410.8739,30,42326.217
LI-007297,PO-01888,Safety Gloves Nitrile L,mro,1003.4582,905.0261,7,6335.1827
LI-007298,PO-01888,Bearing 6205-2RS,mro,1301.872,1159.2673,46,53326.2958
LI-007299,PO-01888,Replacement Seal Kit,mro,1159.5,1142.9779,20,22859.558
LI-007300,PO-01889,Brass Fitting 3/4in,direct_materials,1200.4697,1153.9057,85,98081.9845
LI-007301,PO-01889,Carbon Fiber Roll,direct_materials,1239.5108,1247.7719,389,485383.2691
LI-007302,PO-01890,Wire Brush Set,mro,1582.9633,1359.6942,19,25834.1898
LI-007303,PO-01890,V-Belt B68,mro,1606.8541,1773.1723,12,21278.0676
LI-007304,PO-01890,Wire Brush Set,mro,1141.8301,1196.3065,12,14355.678
LI-007305,PO-01891,Technical Training Session,services,1173.33,1188.9358,1,1188.9358
LI-007306,PO-01891,Software License Annual,services,1513.1116,1716.0343,10,17160.343
LI-007307,PO-01891,Technical Training Session,services,1466.1982,1646.7949,9,14821.1541
LI-007308,PO-01891,Consulting Day Rate,services,725.5844,698.2248,9,6284.0232
LI-007309,PO-01892,Consulting Day Rate,services,1160.9898,1018.9263,2,2037.8526
LI-007310,PO-01892,Courier & Freight Charge,services,566.5126,528.4513,5,2642.2565
LI-007311,PO-01892,Equipment Calibration,services,278.0121,224.6333,3,673.8999
LI-007312,PO-01893,Bearing 6205-2RS,mro,946.8658,812.9705,47,38209.6135
LI-007313,PO-01893,Safety Gloves Nitrile L,mro,1530.4364,1570.5509,43,67533.6887
LI-007314,PO-01893,Wire Brush Set,mro,454.8398,434.9048,39,16961.2872
LI-007315,PO-01893,Wire Brush Set,mro,60.2047,79.4284,27,2144.5668
LI-007316,PO-01894,Bearing 6205-2RS,mro,352.8322,330.6284,8,2645.0272
LI-007317,PO-01894,V-Belt B68,mro,895.4839,929.1214,44,40881.3416
LI-007318,PO-01895,Stainless Plate 304,direct_materials,1146.8103,1161.3578,331,384409.4318
LI-007319,PO-01895,Copper Tubing 1in,direct_materials,357.4914,372.2788,320,119129.216
LI-007320,PO-01895,Carbon Fiber Roll,direct_materials,4579.2981,4486.5737,234,1049858.2458
LI-007321,PO-01896,Zinc Ingot 99.9%,direct_materials,1204.5114,1198.7912,204,244553.4048
LI-007322,PO-01896,Titanium Rod 0.5in,direct_materials,3642.0107,3716.0765,276,1025637.114
LI-007323,PO-01896,Stainless Plate 304,direct_materials,2010.3066,2082.1297,448,932794.1056
LI-007324,PO-01896,Brass Fitting 3/4in,direct_materials,3652.4015,3584.1089,47,168453.1183
LI-007325,PO-01896,Titanium Rod 0.5in,direct_materials,4394.4656,4486.063,313,1404137.719
LI-007326,PO-01897,Grease Cartridge EP2,mro,841.2497,907.6546,31,28137.2926
LI-007327,PO-01897,Replacement Seal Kit,mro,741.1886,760.9213,26,19783.9538
LI-007328,PO-01897,Chain Lubricant 1gal,mro,272.4516,331.1133,10,3311.133
LI-007329,PO-01897,Safety Gloves Nitrile L,mro,1634.7848,1722.4594,47,80955.5918
LI-007330,PO-01897,Cutting Disc 4.5in,mro,304.9888,288.8595,5,1444.2975
LI-007331,PO-01898,Stainless Plate 304,direct_materials,2254.6308,2153.5031,242,521147.7502
LI-007332,PO-01898,Titanium Rod 0.5in,direct_materials,1238.5189,1269.5321,190,241211.099
LI-007333,PO-01898,Nylon Pellets 50lb,direct_materials,3596.6456,3425.8137,63,215826.2631
LI-007334,PO-01898,Copper Tubing 1in,direct_materials,2747.8407,2927.2702,14,40981.7828
LI-007335,PO-01898,Aluminum Sheet 6061,direct_materials,2132.8711,2065.5164,275,568017.01
LI-007336,PO-01898,Zinc Ingot 99.9%,direct_materials,2346.2467,2377.9572,48,114141.9456
