po_id,supplier_id,business_unit,category,po_date,expected_delivery_date,total_value,payment_terms,status
PO-00908,SUP-026,facilities,services,2024-02-22,2024-03-11,16532.32,net_30,closed
PO-00909,SUP-006,corporate,mro,2024-12-31,2025-01-11,211643.36,net_60,closed
PO-00910,SUP-031,facilities,mro,2024-08-19,2024-08-29,0.0,net_30,cancelled
PO-00911,SUP-019,facilities,services,2024-08-03,2024-08-24,11158.29,net_60,closed
PO-00912,SUP-031,manufacturing,mro,2025-07-28,2025-08-09,81013.83,net_60,closed
PO-00913,SUP-012,it,services,2024-12-10,2025-01-17,7920.98,net_60,closed
PO-00914,SUP-006,facilities,mro,2025-02-13,2025-02-27,144952.41,net_30,closed
PO-00915,SUP-037,facilities,direct_materials,2024-03-08,2024-03-26,854912.26,net_30,closed
PO-00916,SUP-031,facilities,mro,2025-10-14,2025-10-28,0.0,net_30,cancelled
PO-00917,SUP-044,it,mro,2025-01-08,2025-02-09,35935.9,net_30,closed
PO-00918,SUP-032,manufacturing,indirect,2026-01-24,2026-02-10,16503.83,net_30,closed
PO-00919,SUP-006,logistics,mro,2026-02-20,2026-03-01,215731.73,net_60,open
PO-00920,SUP-031,it,mro,2024-12-19,2024-12-31,0.0,net_60,cancelled
PO-00921,SUP-009,corporate,direct_materials,2025-01-17,2025-01-30,1044100.4,net_60,closed
PO-00922,SUP-019,manufacturing,services,2024-07-20,2024-07-31,15620.52,net_30,closed
PO-00923,SUP-006,it,mro,2024-01-09,2024-01-16,139172.9,net_30,closed
PO-00924,SUP-030,manufacturing,direct_materials,2025-04-04,2025-05-07,355011.78,net_60,closed
PO-00925,SUP-021,facilities,mro,2024-10-26,2024-11-04,87530.75,net_60,closed
PO-00926,SUP-009,facilities,direct_materials,2024-07-14,2024-07-26,2557409.69,net_30,closed
PO-00927,SUP-009,facilities,direct_materials,2025-12-09,2025-12-18,3265959.92,net_30,closed
PO-00928,SUP-030,manufacturing,direct_materials,2024-11-04,2024-12-12,463144.09,net_30,closed
PO-00929,SUP-050,it,indirect,2024-04-03,2024-04-18,11279.1,net_30,closed
PO-00930,SUP-031,corporate,mro,2025-01-06,2025-01-15,118254.58,net_90,closed
PO-00931,SUP-031,manufacturing,mro,2025-01-27,2025-02-10,140417.24,net_30,closed
PO-00932,SUP-031,it,mro,2024-09-02,2024-09-14,49806.65,net_30,closed
PO-00933,SUP-014,manufacturing,indirect,2024-07-04,2024-07-20,67595.68,net_60,closed
PO-00934,SUP-025,facilities,mro,2024-05-24,2024-07-04,20199.05,net_60,closed
PO-00935,SUP-030,corporate,direct_materials,2024-01-09,2024-02-20,652115.26,net_90,closed
PO-00936,SUP-006,manufacturing,mro,2024-09-09,2024-09-16,154557.89,net_30,closed
PO-00937,SUP-029,manufacturing,services,2025-09-03,2025-09-20,19625.02,net_60,closed
PO-00938,SUP-019,manufacturing,services,2025-06-15,2025-07-01,17807.52,net_30,closed
PO-00939,SUP-048,corporate,indirect,2025-02-01,2025-02-11,22924.3,net_30,closed
PO-00940,SUP-002,facilities,mro,2026-03-20,2026-04-03,25336.39,net_90,open
PO-00941,SUP-001,facilities,indirect,2026-03-25,2026-04-05,50555.12,net_30,open
PO-00942,SUP-031,manufacturing,mro,2024-10-31,2024-11-07,195011.47,net_90,closed
PO-00943,SUP-046,manufacturing,direct_materials,2024-12-04,2024-12-18,938324.62,net_60,closed
PO-00944,SUP-006,manufacturing,mro,2025-07-02,2025-07-11,122425.65,net_60,closed
PO-00945,SUP-031,it,mro,2025-10-27,2025-11-08,86804.35,net_30,closed
PO-00946,SUP-006,manufacturing,mro,2025-12-08,2025-12-19,0.0,net_90,cancelled
PO-00947,SUP-031,manufacturing,mro,2024-08-17,2024-08-31,4910.85,net_30,closed
PO-00948,SUP-027,logistics,services,2026-03-29,2026-04-14,16569.02,net_60,open
PO-00949,SUP-028,manufacturing,mro,2026-03-03,2026-03-23,37879.22,net_60,open
PO-00950,SUP-006,it,mro,2025-11-13,2025-11-25,245064.98,net_30,closed
PO-00951,SUP-006,manufacturing,mro,2025-04-14,2025-04-22,24672.23,net_60,closed
PO-00952,SUP-007,logistics,services,2024-03-22,2024-04-10,5727.17,net_30,closed
PO-00953,SUP-002,facilities,mro,2024-03-06,2024-04-05,91492.79,net_60,closed
PO-00954,SUP-009,manufacturing,direct_materials,2025-09-12,2025-09-21,3228602.04,net_30,closed
PO-00955,SUP-026,manufacturing,services,2025-10-29,2025-11-18,34035.32,net_60,closed
PO-00956,SUP-021,logistics,mro,2024-09-06,2024-09-19,177380.23,net_30,closed
PO-00957,SUP-031,corporate,mro,2026-01-13,2026-01-21,87092.54,net_30,closed
PO-00958,SUP-008,facilities,services,2025-05-04,2025-06-01,0.0,net_90,cancelled
PO-00959,SUP-043,facilities,direct_materials,2024-09-13,2024-09-28,2677193.98,net_60,closed
PO-00960,SUP-018,facilities,services,2024-09-10,2024-10-10,6904.13,net_60,closed
PO-00961,SUP-031,facilities,mro,2024-09-13,2024-09-24,150971.93,net_30,closed
PO-00962,SUP-001,manufacturing,indirect,2025-08-03,2025-08-10,103175.26,net_30,closed
PO-00963,SUP-001,facilities,indirect,2024-12-25,2025-01-02,81218.62,net_90,closed
PO-00964,SUP-006,manufacturing,mro,2024-11-02,2024-11-10,177850.46,net_30,closed
PO-00965,SUP-035,facilities,mro,2024-06-03,2024-06-23,125305.07,net_30,closed
PO-00966,SUP-021,it,mro,2025-09-17,2025-09-30,0.0,net_30,cancelled
PO-00967,SUP-031,manufacturing,mro,2024-09-03,2024-09-10,43221.69,net_60,closed
PO-00968,SUP-007,manufacturing,services,2025-07-15,2025-07-25,27096.83,net_30,closed
PO-00969,SUP-016,facilities,direct_materials,2024-03-26,2024-04-18,2363739.36,net_60,closed
PO-00970,SUP-035,facilities,mro,2024-07-28,2024-08-10,99238.32,net_90,closed
PO-00971,SUP-031,facilities,mro,2025-02-12,2025-02-26,94588.76,net_30,closed
PO-00972,SUP-044,manufacturing,mro,2025-03-29,2025-04-26,26405.35,net_30,closed
PO-00973,SUP-007,facilities,services,2025-12-26,2026-01-08,31758.4,net_90,closed
PO-00974,SUP-031,logistics,mro,2024-12-14,2024-12-27,51797.74,net_30,closed
PO-00975,SUP-031,corporate,mro,2024-11-29,2024-12-09,58803.77,net_30,closed
PO-00976,SUP-039,it,mro,2025-04-30,2025-05-15,93795.09,net_60,closed
PO-00977,SUP-031,it,mro,2025-12-20,2025-12-31,122118.43,net_30,closed
PO-00978,SUP-037,manufacturing,direct_materials,2025-01-14,2025-02-13,1330807.45,net_60,closed
PO-00979,SUP-031,it,mro,2025-02-25,2025-03-08,122577.39,net_60,closed
PO-00980,SUP-049,facilities,direct_materials,2025-07-27,2025-09-02,830801.28,net_90,closed
PO-00981,SUP-031,logistics,mro,2025-09-01,2025-09-08,98348.98,net_60,closed
PO-00982,SUP-031,manufacturing,mro,2026-01-11,2026-01-18,143991.07,net_30,closed
PO-00983,SUP-031,logistics,mro,2025-09-26,2025-10-06,106305.65,net_90,closed
PO-00984,SUP-008,manufacturing,services,2025-09-23,2025-10-21,1772.35,net_90,closed
PO-00985,SUP-009,corporate,direct_materials,2026-02-03,2026-02-11,2548560.6,net_90,closed
PO-00986,SUP-029,manufacturing,services,2024-02-12,2024-02-28,20796.07,net_30,closed
PO-00987,SUP-031,it,mro,2025-05-15,2025-05-28,97197.9,net_60,closed
PO-00988,SUP-009,facilities,direct_materials,2024-08-18,2024-08-25,4065252.03,net_30,closed
PO-00989,SUP-031,manufacturing,mro,2025-11-06,2025-11-14,156414.47,net_30,closed
PO-00990,SUP-034,facilities,indirect,2024-11-14,2024-12-17,13838.31,net_60,closed
PO-00991,SUP-031,manufacturing,mro,2025-11-04,2025-11-14,94088.35,net_90,closed
PO-00992,SUP-013,it,direct_materials,2024-03-05,2024-04-05,808044.85,net_60,closed
PO-00993,SUP-050,logistics,indirect,2026-01-13,2026-02-01,99995.32,net_60,closed
PO-00994,SUP-032,manufacturing,indirect,2025-07-08,2025-07-22,26681.75,net_60,closed
PO-00995,SUP-030,manufacturing,direct_materials,2025-07-14,2025-08-19,114792.13,net_30,closed
PO-00996,SUP-042,logistics,mro,2024-09-08,2024-10-03,5804.54,net_30,closed
PO-00997,SUP-039,it,mro,2025-06-13,2025-06-25,44653.73,net_30,closed
PO-00998,SUP-006,manufacturing,mro,2024-09-09,2024-09-18,129513.24,net_60,closed
PO-00999,SUP-006,manufacturing,mro,2025-10-07,2025-10-20,261821.71,net_60,closed
PO-01000,SUP-031,manufacturing,mro,2024-06-12,2024-06-21,101914.59,net_30,closed
PO-01001,SUP-021,it,mro,2024-01-20,2024-01-27,111774.09,net_60,closed
PO-01002,SUP-001,corporate,indirect,2024-09-04,2024-09-18,113250.71,net_60,closed
PO-01003,SUP-031,it,mro,2025-12-19,2025-12-28,40172.91,net_60,closed
PO-01004,SUP-031,it,mro,2025-06-04,2025-06-18,242463.02,net_30,closed
PO-01005,SUP-050,logistics,indirect,2024-01-11,2024-01-21,33968.26,net_60,closed
PO-01006,SUP-007,manufacturing,services,2025-09-26,2025-10-15,3605.85,net_30,closed
PO-01007,SUP-009,logistics,direct_materials,2024-12-18,2024-12-28,0.0,net_30,cancelled
PO-01008,SUP-031,facilities,mro,2024-06-29,2024-07-08,75895.25,net_60,closed
PO-01009,SUP-009,manufacturing,direct_materials,2024-05-30,2024-06-12,1721755.53,net_60,closed
PO-01010,SUP-009,corporate,direct_materials,2024-09-27,2024-10-05,3110159.07,net_30,closed
PO-01011,SUP-031,manufacturing,mro,2024-08-16,2024-08-25,48220.25,net_60,closed
PO-01012,SUP-031,facilities,mro,2024-11-23,2024-12-06,143174.04,net_30,closed
PO-01013,SUP-009,logistics,direct_materials,2025-03-02,2025-03-10,0.0,net_30,cancelled
PO-01014,SUP-034,manufacturing,indirect,2024-10-27,2024-11-27,24693.18,net_30,closed
PO-01015,SUP-031,logistics,mro,2024-03-22,2024-03-31,56871.0,net_30,closed
PO-01016,SUP-009,corporate,direct_materials,2025-02-02,2025-02-16,386691.52,net_30,closed
PO-01017,SUP-035,facilities,mro,2024-05-04,2024-05-22,0.0,net_30,cancelled
PO-01018,SUP-031,corporate,mro,2025-06-22,2025-07-06,92922.31,net_90,closed
PO-01019,SUP-009,manufacturing,direct_materials,2024-11-29,2024-12-13,1943888.66,net_30,closed
PO-01020,SUP-019,facilities,services,2024-05-14,2024-06-04,15959.07,net_60,closed
PO-01021,SUP-029,logistics,services,2024-04-25,2024-05-07,34650.55,net_30,closed
PO-01022,SUP-021,manufacturing,mro,2024-11-26,2024-12-03,113671.09,net_30,closed
PO-01023,SUP-035,manufacturing,mro,2024-02-21,2024-03-13,77429.92,net_30,closed
PO-01024,SUP-041,it,direct_materials,2024-06-17,2024-07-15,2517916.47,net_90,closed
PO-01025,SUP-028,facilities,mro,2026-01-23,2026-02-18,10157.11,net_30,closed
PO-01026,SUP-031,it,mro,2026-03-03,2026-03-15,79030.28,net_30,open
PO-01027,SUP-002,facilities,mro,2024-12-12,2025-01-05,119404.95,net_60,closed
PO-01028,SUP-006,corporate,mro,2024-05-17,2024-05-27,51193.98,net_60,closed
PO-01029,SUP-009,manufacturing,direct_materials,2024-12-17,2024-12-26,3580573.66,net_90,closed
PO-01030,SUP-031,logistics,mro,2024-11-01,2024-11-10,59121.66,net_60,closed
PO-01031,SUP-047,it,direct_materials,2024-06-12,2024-07-16,1326413.54,net_60,closed
PO-01032,SUP-031,manufacturing,mro,2024-02-17,2024-02-27,25544.38,net_60,closed
PO-01033,SUP-035,facilities,mro,2026-02-15,2026-03-01,95292.56,net_30,open
PO-01034,SUP-031,manufacturing,mro,2025-07-15,2025-07-24,12771.88,net_30,closed
PO-01035,SUP-031,facilities,mro,2025-01-18,2025-01-30,59605.4,net_30,closed
PO-01036,SUP-050,corporate,indirect,2024-08-19,2024-09-07,73947.75,net_60,closed
PO-01037,SUP-001,it,indirect,2025-12-19,2025-12-26,0.0,net_30,cancelled
PO-01038,SUP-009,logistics,direct_materials,2025-02-07,2025-02-14,1636543.71,net_60,closed
PO-01039,SUP-035,corporate,mro,2024-09-22,2024-10-08,22486.3,net_60,closed
PO-01040,SUP-019,corporate,services,2024-02-07,2024-02-19,22011.06,net_60,closed
PO-01041,SUP-001,corporate,indirect,2025-07-25,2025-08-06,90383.23,net_60,closed
PO-01042,SUP-006,manufacturing,mro,2025-09-10,2025-09-17,266172.35,net_30,closed
PO-01043,SUP-006,facilities,mro,2024-06-10,2024-06-24,82879.78,net_90,closed
PO-01044,SUP-039,manufacturing,mro,2024-07-09,2024-07-23,185925.19,net_30,closed
PO-01045,SUP-031,manufacturing,mro,2024-11-07,2024-11-16,18231.19,net_30,closed
PO-01046,SUP-031,it,mro,2025-04-16,2025-04-24,151756.68,net_60,closed
PO-01047,SUP-050,logistics,indirect,2024-08-10,2024-08-29,17692.1,net_30,closed
PO-01048,SUP-045,facilities,direct_materials,2025-11-05,2025-12-02,1534233.99,net_30,closed
PO-01049,SUP-031,it,mro,2026-02-17,2026-02-28,54538.15,net_60,open
PO-01050,SUP-028,manufacturing,mro,2025-10-28,2025-11-14,72845.12,net_30,closed
PO-01051,SUP-019,corporate,services,2025-12-27,2026-01-09,25148.25,net_30,closed
PO-01052,SUP-019,facilities,services,2024-12-02,2024-12-21,39472.63,net_60,closed
PO-01053,SUP-031,manufacturing,mro,2025-03-13,2025-03-20,58056.86,net_60,closed
PO-01054,SUP-050,corporate,indirect,2024-06-13,2024-06-30,37087.19,net_30,closed
PO-01055,SUP-031,logistics,mro,2024-09-12,2024-09-26,26501.1,net_60,closed
PO-01056,SUP-018,it,services,2025-08-22,2025-09-05,22419.98,net_90,closed
PO-01057,SUP-031,manufacturing,mro,2024-05-10,2024-05-17,135155.26,net_60,closed
PO-01058,SUP-031,facilities,mro,2026-01-23,2026-02-06,88790.33,net_30,closed
PO-01059,SUP-045,logistics,direct_materials,2025-10-20,2025-11-04,1202608.48,net_60,closed
PO-01060,SUP-043,corporate,direct_materials,2025-09-15,2025-10-05,2815924.71,net_30,closed
PO-01061,SUP-007,facilities,services,2025-07-07,2025-07-19,30860.3,net_30,closed
PO-01062,SUP-031,facilities,mro,2024-08-21,2024-08-28,96634.78,net_90,closed
PO-01063,SUP-050,it,indirect,2025-01-29,2025-02-08,43409.83,net_60,closed
PO-01064,SUP-007,facilities,services,2025-04-05,2025-04-20,995.36,net_60,closed
PO-01065,SUP-021,logistics,mro,2025-04-18,2025-05-01,0.0,net_30,cancelled
PO-01066,SUP-031,manufacturing,mro,2025-04-03,2025-04-15,200904.31,net_30,closed
PO-01067,SUP-019,corporate,services,2025-03-01,2025-03-15,22745.36,net_30,closed
PO-01068,SUP-027,manufacturing,services,2024-05-04,2024-05-31,7439.75,net_30,closed
PO-01069,SUP-042,manufacturing,mro,2025-02-24,2025-03-17,15277.88,net_60,closed
PO-01070,SUP-006,facilities,mro,2024-01-01,2024-01-15,45567.9,net_60,closed
PO-01071,SUP-007,corporate,services,2024-12-18,2025-01-06,14007.22,net_30,closed
PO-01072,SUP-029,facilities,services,2024-07-11,2024-07-22,7873.13,net_60,closed
PO-01073,SUP-009,manufacturing,direct_materials,2024-05-30,2024-06-13,811546.81,net_30,closed
PO-01074,SUP-040,facilities,direct_materials,2025-05-31,2025-06-18,962816.33,net_60,closed
PO-01075,SUP-009,corporate,direct_materials,2024-01-28,2024-02-09,594714.32,net_90,closed
PO-01076,SUP-039,it,mro,2024-08-06,2024-08-19,30589.5,net_30,closed
PO-01077,SUP-006,manufacturing,mro,2025-01-16,2025-01-23,152194.54,net_30,closed
PO-01078,SUP-007,facilities,services,2024-02-21,2024-03-08,13954.12,net_30,closed
PO-01079,SUP-006,facilities,mro,2024-05-14,2024-05-23,109546.73,net_30,closed
PO-01080,SUP-006,facilities,mro,2025-04-07,2025-04-17,191013.16,net_30,closed
PO-01081,SUP-031,manufacturing,mro,2024-09-27,2024-10-07,188012.72,net_60,closed
PO-01082,SUP-001,it,indirect,2025-07-10,2025-07-24,18961.24,net_30,closed
PO-01083,SUP-037,it,direct_materials,2025-04-26,2025-05-23,2317973.39,net_30,closed
PO-01084,SUP-013,facilities,direct_materials,2024-04-08,2024-05-19,669652.96,net_90,closed
PO-01085,SUP-019,it,services,2026-03-21,2026-04-11,17399.14,net_60,open
PO-01086,SUP-013,manufacturing,direct_materials,2026-02-02,2026-03-13,285989.2,net_60,closed
PO-01087,SUP-024,facilities,mro,2025-06-23,2025-07-15,125907.29,net_30,closed
PO-01088,SUP-045,corporate,direct_materials,2025-08-01,2025-08-28,1815318.31,net_30,closed
PO-01089,SUP-029,manufacturing,services,2026-03-04,2026-03-22,28638.13,net_60,open
PO-01090,SUP-010,manufacturing,indirect,2025-01-20,2025-02-13,0.0,net_90,cancelled
PO-01091,SUP-006,facilities,mro,2024-08-01,2024-08-13,84792.94,net_60,closed
PO-01092,SUP-031,manufacturing,mro,2024-11-08,2024-11-19,76937.81,net_30,closed
PO-01093,SUP-027,it,services,2025-12-06,2026-01-02,10033.88,net_30,closed
PO-01094,SUP-031,manufacturing,mro,2026-01-24,2026-02-01,43127.26,net_30,closed
PO-01095,SUP-021,manufacturing,mro,2025-05-12,2025-05-26,62754.43,net_60,closed
PO-01096,SUP-015,manufacturing,services,2024-05-16,2024-06-09,18682.34,net_30,closed
PO-01097,SUP-001,facilities,indirect,2024-12-13,2024-12-24,30636.17,net_30,closed
PO-01098,SUP-020,it,mro,2024-04-25,2024-05-14,64323.04,net_60,closed
PO-01099,SUP-008,logistics,services,2025-05-29,2025-06-27,0.0,net_60,cancelled
PO-01100,SUP-021,manufacturing,mro,2025-01-11,2025-01-20,153054.4,net_60,closed
PO-01101,SUP-037,manufacturing,direct_materials,2025-11-07,2025-11-24,323977.97,net_60,closed
PO-01102,SUP-026,manufacturing,services,2025-09-13,2025-10-01,24104.46,net_60,closed
PO-01103,SUP-036,it,services,2024-08-25,2024-10-03,5112.4,net_60,closed
PO-01104,SUP-020,facilities,mro,2024-08-20,2024-09-06,25730.98,net_30,closed
PO-01105,SUP-028,facilities,mro,2025-08-13,2025-09-02,43310.97,net_30,closed
PO-01106,SUP-031,manufacturing,mro,2025-11-21,2025-11-29,253061.85,net_60,closed
PO-01107,SUP-008,facilities,services,2024-07-09,2024-07-23,18316.42,net_30,closed
PO-01108,SUP-007,manufacturing,services,2025-10-23,2025-11-02,19169.69,net_60,closed
PO-01109,SUP-006,manufacturing,mro,2025-05-02,2025-05-10,102557.52,net_60,closed
PO-01110,SUP-031,manufacturing,mro,2025-04-16,2025-04-30,49767.98,net_30,closed
PO-01111,SUP-006,corporate,mro,2024-07-14,2024-07-22,110472.13,net_60,closed
PO-01112,SUP-001,manufacturing,indirect,2024-07-27,2024-08-09,114104.97,net_60,closed
PO-01113,SUP-048,facilities,indirect,2024-04-11,2024-05-01,54714.7,net_30,closed
PO-01114,SUP-026,facilities,services,2026-03-16,2026-04-03,24227.97,net_90,open
PO-01115,SUP-034,corporate,indirect,2024-09-30,2024-10-29,11698.84,net_90,closed
PO-01116,SUP-031,logistics,mro,2024-12-02,2024-12-12,22338.96,net_60,closed
PO-01117,SUP-031,manufacturing,mro,2025-10-20,2025-10-28,20507.83,net_60,closed
PO-01118,SUP-006,it,mro,2024-10-26,2024-11-09,54809.11,net_60,closed
PO-01119,SUP-021,manufacturing,mro,2025-12-22,2026-01-02,57610.6,net_30,closed
PO-01120,SUP-031,manufacturing,mro,2025-09-11,2025-09-18,81398.96,net_30,closed
PO-01121,SUP-015,it,services,2025-09-04,2025-09-20,4383.74,net_90,closed
PO-01122,SUP-025,logistics,mro,2024-11-12,2024-12-20,19365.37,net_60,closed
PO-01123,SUP-009,facilities,direct_materials,2024-02-26,2024-03-11,3711048.86,net_90,closed
PO-01124,SUP-024,logistics,mro,2024-09-29,2024-10-25,26389.23,net_60,closed
PO-01125,SUP-006,manufacturing,mro,2024-03-06,2024-03-14,49472.15,net_30,closed
PO-01126,SUP-031,manufacturing,mro,2024-08-20,2024-09-02,159578.0,net_60,closed
PO-01127,SUP-026,manufacturing,services,2024-01-24,2024-02-08,9995.44,net_30,closed
PO-01128,SUP-041,manufacturing,direct_materials,2024-03-20,2024-04-06,1789671.41,net_30,closed
PO-01129,SUP-001,corporate,indirect,2025-02-09,2025-02-22,193482.18,net_90,closed
PO-01130,SUP-009,facilities,direct_materials,2024-07-15,2024-07-29,4100280.08,net_30,closed
PO-01131,SUP-001,logistics,indirect,2025-06-17,2025-06-25,83070.3,net_60,closed
PO-01132,SUP-004,logistics,direct_materials,2025-03-24,2025-04-22,2363679.88,net_90,closed
PO-01133,SUP-043,facilities,direct_materials,2024-07-27,2024-08-07,3362229.24,net_90,closed
PO-01134,SUP-035,facilities,mro,2024-07-08,2024-07-25,32540.35,net_90,closed
PO-01135,SUP-001,facilities,indirect,2025-06-17,2025-06-27,73692.54,net_60,closed
PO-01136,SUP-006,logistics,mro,2026-02-26,2026-03-12,33481.77,net_60,open
PO-01137,SUP-011,manufacturing,indirect,2025-10-27,2025-11-26,27878.81,net_60,closed
PO-01138,SUP-006,corporate,mro,2025-10-22,2025-11-04,64071.23,net_30,closed
PO-01139,SUP-042,manufacturing,mro,2025-11-29,2025-12-21,35727.57,net_30,closed
PO-01140,SUP-021,logistics,mro,2025-07-26,2025-08-04,194985.25,net_30,closed
PO-01141,SUP-006,manufacturing,mro,2025-04-23,2025-04-30,182965.0,net_90,closed
PO-01142,SUP-031,it,mro,2024-09-02,2024-09-11,61431.32,net_90,closed
PO-01143,SUP-031,it,mro,2025-02-07,2025-02-17,51829.38,net_60,closed
PO-01144,SUP-031,corporate,mro,2025-05-28,2025-06-04,64546.85,net_30,closed
PO-01145,SUP-026,corporate,services,2025-01-13,2025-01-23,14126.72,net_30,closed
PO-01146,SUP-031,manufacturing,mro,2025-03-02,2025-03-10,96348.37,net_30,closed
PO-01147,SUP-035,it,mro,2026-01-23,2026-02-05,265067.8,net_90,closed
PO-01148,SUP-031,facilities,mro,2025-02-16,2025-02-23,7728.31,net_30,closed
PO-01149,SUP-010,manufacturing,indirect,2024-04-07,2024-04-27,58440.72,net_90,closed
PO-01150,SUP-009,it,direct_materials,2024-12-18,2024-12-29,2700974.79,net_60,closed
PO-01151,SUP-006,facilities,mro,2024-10-11,2024-10-23,209054.07,net_30,closed
PO-01152,SUP-031,corporate,mro,2025-09-26,2025-10-10,28056.1,net_60,closed
PO-01153,SUP-037,corporate,direct_materials,2026-01-06,2026-02-05,3050516.53,net_30,closed
PO-01154,SUP-046,facilities,direct_materials,2024-03-21,2024-04-15,2798861.28,net_60,closed
PO-01155,SUP-009,logistics,direct_materials,2026-03-17,2026-03-26,2586612.39,net_30,open
PO-01156,SUP-031,it,mro,2025-04-29,2025-05-09,179950.76,net_60,closed
PO-01157,SUP-013,manufacturing,direct_materials,2025-03-03,2025-04-06,1113049.36,net_30,closed
PO-01158,SUP-018,manufacturing,services,2024-07-30,2024-08-22,7346.86,net_60,closed
PO-01159,SUP-035,facilities,mro,2025-03-17,2025-04-07,36343.28,net_30,closed
PO-01160,SUP-006,it,mro,2024-10-12,2024-10-23,196082.08,net_30,closed
PO-01161,SUP-024,manufacturing,mro,2024-09-30,2024-10-29,61081.9,net_60,closed
PO-01162,SUP-032,manufacturing,indirect,2024-02-19,2024-03-09,24382.86,net_30,closed
PO-01163,SUP-007,corporate,services,2024-12-22,2025-01-10,22101.52,net_30,closed
PO-01164,SUP-011,manufacturing,indirect,2025-02-08,2025-03-03,77194.48,net_60,closed
PO-01165,SUP-045,facilities,direct_materials,2025-11-27,2025-12-26,1322854.78,net_30,closed
PO-01166,SUP-006,logistics,mro,2026-02-13,2026-02-26,117387.58,net_30,open
PO-01167,SUP-019,manufacturing,services,2024-08-22,2024-09-01,31218.13,net_30,closed
PO-01168,SUP-031,manufacturing,mro,2024-04-22,2024-04-29,213438.48,net_60,closed
PO-01169,SUP-007,facilities,services,2025-07-13,2025-08-02,19169.36,net_90,closed
PO-01170,SUP-012,manufacturing,services,2024-06-17,2024-07-30,7095.58,net_90,closed
PO-01171,SUP-031,it,mro,2025-05-14,2025-05-27,137551.58,net_60,closed
PO-01172,SUP-007,logistics,services,2025-09-14,2025-09-28,14957.23,net_30,closed
PO-01173,SUP-031,corporate,mro,2024-06-05,2024-06-18,106350.56,net_60,closed
PO-01174,SUP-001,manufacturing,indirect,2026-02-23,2026-03-07,77237.75,net_30,open
PO-01175,SUP-002,it,mro,2025-10-05,2025-11-02,80044.86,net_30,closed
PO-01176,SUP-002,facilities,mro,2025-05-06,2025-05-20,144267.77,net_60,closed
PO-01177,SUP-031,manufacturing,mro,2026-01-23,2026-02-03,81925.81,net_90,closed
PO-01178,SUP-001,facilities,indirect,2025-10-12,2025-10-20,83058.47,net_30,closed
PO-01179,SUP-006,manufacturing,mro,2025-10-29,2025-11-09,155600.06,net_30,closed
PO-01180,SUP-031,it,mro,2026-03-17,2026-03-30,117136.68,net_30,open
PO-01181,SUP-031,corporate,mro,2024-01-03,2024-01-16,158628.04,net_60,closed
PO-01182,SUP-031,manufacturing,mro,2024-10-13,2024-10-20,91670.6,net_30,closed
PO-01183,SUP-034,it,indirect,2024-01-14,2024-02-26,13117.42,net_90,closed
PO-01184,SUP-031,it,mro,2025-05-22,2025-05-31,60319.72,net_60,closed
PO-01185,SUP-006,it,mro,2024-04-03,2024-04-16,135721.19,net_30,closed
PO-01186,SUP-039,logistics,mro,2025-11-10,2025-11-21,27253.68,net_60,closed
PO-01187,SUP-028,facilities,mro,2024-11-07,2024-11-27,5553.92,net_30,closed
PO-01188,SUP-001,manufacturing,indirect,2025-06-08,2025-06-17,61499.9,net_60,closed
PO-01189,SUP-006,corporate,mro,2026-02-03,2026-02-16,172808.34,net_60,closed
PO-01190,SUP-011,facilities,indirect,2025-03-20,2025-04-10,22649.93,net_60,closed
PO-01191,SUP-031,it,mro,2025-10-31,2025-11-10,181156.76,net_90,closed
PO-01192,SUP-006,it,mro,2024-07-16,2024-07-29,23792.79,net_60,closed
PO-01193,SUP-039,manufacturing,mro,2025-11-27,2025-12-16,19079.24,net_30,closed
PO-01194,SUP-001,manufacturing,indirect,2025-01-15,2025-01-24,70949.63,net_30,closed
PO-01195,SUP-035,facilities,mro,2025-03-14,2025-03-24,127675.69,net_60,closed
PO-01196,SUP-019,manufacturing,services,2025-10-12,2025-10-29,55508.81,net_60,closed
PO-01197,SUP-001,logistics,indirect,2024-10-15,2024-10-27,13924.0,net_30,closed
PO-01198,SUP-009,facilities,direct_materials,2024-11-03,2024-11-15,1503625.4,net_60,closed
PO-01199,SUP-009,manufacturing,direct_materials,2026-01-10,2026-01-18,2626177.25,net_90,closed
PO-01200,SUP-031,facilities,mro,2025-03-23,2025-03-31,141548.76,net_30,closed
PO-01201,SUP-009,it,direct_materials,2025-03-13,2025-03-26,2156555.99,net_60,closed
PO-01202,SUP-025,manufacturing,mro,2025-08-06,2025-09-12,23085.38,net_90,closed
PO-01203,SUP-003,manufacturing,services,2026-01-16,2026-02-12,14605.95,net_30,closed
PO-01204,SUP-031,manufacturing,mro,2024-09-26,2024-10-05,19787.64,net_30,closed
PO-01205,SUP-006,manufacturing,mro,2025-03-03,2025-03-12,72450.88,net_30,closed
PO-01206,SUP-031,it,mro,2025-04-20,2025-05-02,171926.89,net_30,closed
PO-01207,SUP-006,manufacturing,mro,2025-12-17,2025-12-27,56483.34,net_60,closed
PO-01208,SUP-021,corporate,mro,2025-06-26,2025-07-10,157992.71,net_60,closed
PO-01209,SUP-006,facilities,mro,2025-01-20,2025-02-03,77355.64,net_60,closed
PO-01210,SUP-036,manufacturing,services,2024-12-30,2025-01-25,2528.57,net_30,closed
